 0.000000   0.000000 
 0.000000   0.000000 
 0.000000   0.000000 
 0.000000   0.000000 
 14.574980   221.445878 
 0.000000   0.000000 
 18.433370   221.107952 
 22.078944   219.266187 
 26.075672   220.312243 
 29.870188   219.930837 
 0.000000   0.000000 
 0.000000   0.000000 
 0.000000   0.000000 
 0.000000   0.000000 
 40.999332   180.732978 
 44.671387   182.126578 
 0.000000   0.000000 
 52.217347   184.762953 
 55.793547   186.117090 
 0.000000   0.000000 
 0.000000   0.000000 
 0.000000   0.000000 
 0.000000   0.000000 
 75.189374   189.664852 
 78.007157   187.169927 
 78.896488   180.238472 
 81.536507   177.630232 
 83.130415   173.070315 
 84.647622   168.509078 
 86.985801   166.101536 
 89.364813   163.524478 
 90.677258   159.357647 
 93.406392   157.686301 
 96.170402   156.074688 
 98.310407   153.668297 
 95.587201   143.564323 
 95.016491   137.365261 
 94.467903   131.450869 
 94.471815   126.801387 
 93.837730   121.603628 
 94.228813   117.735177 
 95.309765   114.724755 
 95.289067   110.649412 
 95.844983   107.503200 
 96.898806   104.824538 
 97.385431   101.896906 
 97.954293   98.866768 
 98.582354   96.139527 
 99.768618   93.852944 
 100.916721   91.616081 
 101.691853   89.132313 
 102.421228   86.753929 
 103.896522   84.981556 
 104.912459   82.799136 
 106.527152   80.959290 
 107.656181   79.072287 
 109.163926   77.194083 
 110.845865   75.605064 
 112.941847   74.136030 
 115.006939   72.871289 
 117.429782   71.433521 
 120.588693   70.678256 
 120.798452   67.953630 
 119.018051   64.243802 
 118.028445   61.033202 
 116.328974   57.524942 
 116.622165   55.197099 
 115.468976   52.394239 
 115.145559   49.917434 
 115.313188   47.727449 
 114.409632   44.887041 
 114.414401   42.706680 
 114.306314   40.442911 
 113.572116   37.966262 
 113.578989   35.675152 
 113.269726   33.518424 
 113.460536   31.398759 
 113.095581   29.182706 
 112.573887   26.929211 
 112.054376   24.841857 
 112.550076   22.994479 
 111.937908   20.778042 
 111.815023   18.742766 
 111.102307   16.697288 
 111.186547   14.668835 
 111.812551   12.862998 
 111.544275   10.894018 
 111.665135   8.972104 
 111.662589   6.890709 
 112.083661   5.108067 
 112.306536   3.124746 
 113.341080   1.421888 
 114.023776   -0.528621 
 113.097402   -2.498651 
 105.762627   -4.299867 
 101.803011   -5.920065 
 98.345768   -7.416233 
 95.605223   -8.968965 
 92.952336   -10.333881 
 89.890528   -11.709641 
 87.941303   -12.848843 
 85.961300   -14.192268 
 83.806989   -15.343664 
 81.670296   -16.523254 
 80.358868   -17.769154 
 78.292267   -18.615752 
 76.844140   -19.783841 
 75.317690   -20.754788 
 73.571383   -21.771014 
 72.490636   -22.660754 
 71.033670   -23.595338 
 69.644103   -24.491409 
 68.246056   -25.558589 
 67.260369   -26.452196 
 66.571094   -27.362197 
 65.287617   -28.218659 
 64.335472   -29.255822 
 63.513383   -30.251818 
 62.483907   -30.940859 
 61.663092   -31.843733 
 60.740207   -32.893502 
 59.730628   -33.686530 
 58.912604   -34.507693 
 58.311077   -35.514704 
 57.606581   -36.412971 
 56.941416   -37.399074 
 56.362323   -38.488324 
 56.228222   -39.646279 
 56.119598   -41.125064 
 56.146296   -42.718806 
 56.240777   -44.311790 
 56.451079   -45.968643 
 47.317155   -40.256707 
 43.229132   -38.330053 
 41.818909   -38.215200 
 40.377530   -38.295923 
 39.363238   -38.555743 
 38.160257   -38.980729 
 36.896740   -39.051326 
 35.533726   -38.884571 
 34.228395   -38.880032 
 33.170560   -38.837735 
 32.004600   -39.128097 
 31.122688   -39.324305 
 30.140882   -39.391459 
 29.164100   -39.593381 
 28.273260   -39.775152 
 27.416176   -40.007540 
 26.446847   -40.146855 
 25.484039   -40.292298 
 24.809640   -40.535263 
 23.943122   -40.647355 
 22.927495   -40.913813 
 22.241893   -41.205326 
 21.416166   -41.415437 
 20.634068   -41.726942 
 19.958524   -42.109585 
 19.234635   -42.390226 
 18.535078   -42.755242 
 17.769876   -43.132982 
 16.996158   -43.389981 
 16.316509   -43.676792 
 15.641519   -44.055708 
 14.797717   -44.346252 
 14.150647   -44.583180 
 13.402012   -44.840004 
 12.643188   -45.111774 
 11.774120   -45.527144 
 11.032742   -45.789611 
 10.339961   -46.104747 
 9.473025   -46.367203 
 8.950348   -46.725496 
 7.953905   -47.057527 
 7.445385   -47.596185 
 6.556326   -47.979112 
 5.853509   -48.548394 
 5.144708   -49.206783 
 4.216766   -49.922227 
 3.486657   -50.454672 
 2.759211   -51.050489 
 1.838687   -51.842404 
 0.929680   -52.441761 
 0.116064   -53.199874 
 -0.736629   -54.019979 
 -1.600280   -54.826649 
 -2.610502   -55.939121 
 -3.585390   -57.087521 
 -4.715064   -58.284592 
 -5.854046   -59.939808 
 -7.208596   -62.963694 
 -8.147662   -62.546553 
 -9.182088   -62.251464 
 -10.271800   -62.004939 
 -11.341165   -61.945366 
 -11.394343   -54.930672 
 -12.090185   -53.295873 
 -12.823154   -52.403905 
 -13.480063   -51.773911 
 -14.406702   -51.082312 
 -15.289354   -50.851209 
 -16.147163   -50.349129 
 -16.897171   -49.732900 
 -17.842700   -50.039022 
 -18.676598   -49.787200 
 -19.547535   -49.505498 
 -20.613848   -49.233727 
 -21.316269   -49.097275 
 -22.537488   -49.346977 
 -22.799432   -47.900818 
 -24.514100   -49.067109 
 -24.839106   -47.779087 
 -25.096456   -46.312238 
 -26.710976   -47.362057 
 -27.546007   -46.939301 
 -28.425099   -46.470843 
 -28.482921   -44.844050 
 -30.050109   -45.616681 
 -30.784178   -44.791257 
 -31.310265   -44.149552 
 -32.025652   -43.478243 
 -32.692019   -42.822279 
 -33.616800   -42.547165 
 -34.611959   -42.292257 
 -35.737508   -42.168191 
 -37.045288   -42.195608 
 -37.472989   -41.345072 
 -38.502748   -41.041616 
 -39.871314   -41.152986 
 -41.645854   -41.509791 
 -43.065754   -41.633533 
 -43.611246   -40.512776 
 -41.896769   -37.682663 
 -42.594581   -37.006516 
 -43.447278   -36.275252 
 -44.317046   -35.767331 
 -45.070713   -34.976181 
 -45.698236   -34.319002 
 -46.846938   -34.153548 
 -48.018452   -33.544880 
 -49.007828   -33.075647 
 -52.849210   -34.567090 
 -0.000000   -0.000000 
 -0.000000   -0.000000 
 -97.009912   -58.289436 
 -96.728613   -55.811125 
 -96.608836   -53.689000 
 -96.263362   -51.184138 
 -95.240124   -48.658203 
 -95.217421   -46.408501 
 -95.646907   -44.696188 
 -95.202392   -42.480197 
 -95.297085   -40.573953 
